text,category,category_weight,urgency_score,priority_score,label
i have been caring for a sick parent remotely while studying fulltime and the emotional weight of that alongside my academic workload has become completely unmanageable,Mental Health,8,0.84,8.48,high
I have been vomiting after every meal and I think I have an eating disorder.,Mental Health,8,0.83,8.46,high
I have been harassed repeatedly by the same lecturer.,Bullying,8,0.83,8.46,high
I have been receiving anonymous emails with threats and insults and when I reported it to the university they said they could not trace it and I should just block the address.,Bullying,8,0.83,8.46,high
I have been having panic attacks every single day for the past month and they are getting more intense and lasting longer and I am scared to be in public because I do not know when the next one will come,Mental Health,8,0.83,8.46,high
my chronic illness has been flaring up badly this semester and i have missed a lot of classes and my doctor says i need rest but i cant afford to miss more assessments and i am stuck,Disability Support,8,0.83,8.46,high
I have been in an emotionally abusive relationship for two years and I finally ended it but he is in my department and I see him every day and he makes sure to sit near me and it is unbearable.,Abuse,8,0.83,8.46,high
my academic performance has collapsed this semester and i know the reason is my mental health but when i tried to explain this to my faculty they asked for a doctors note and my appointment is in six weeks,Mental Health,8,0.83,8.46,high
my depression has been really bad since winter started i am sleeping twelve hours a day and still exhausted and it takes me two hours to do things that used to take thirty minutes,Mental Health,8,0.83,8.46,high
I have been in a very dark place emotionally for months. I function enough to attend class but behind that I am barely holding together and I need real support not a pamphlet.,Mental Health,8,0.83,8.46,high
"my ex partner has been messaging my family, my lecturers, and my friends with lies about me since we broke up and it is affecting my relationships and reputation and i feel helpless",Safety,8,0.83,8.46,high
i have been managing a serious chronic illness alone while studying and i have not told my family because they will make me come home and i dont want to lose my place but i am not coping,Disability Support,8,0.83,8.46,high
i started self medicating with alcohol when my anxiety got very bad and now it is its own problem on top of the anxiety and the two things feed each other and i feel trapped,Substance Abuse,8,0.83,8.46,high
I have OCD and the intrusive thoughts have been completely overwhelming this semester and the compulsions take hours out of my day and I cannot get on top of my work as a result.,Mental Health,8,0.83,8.46,high
i have been struggling badly with anxiety and depression this semester and it is affecting every part of my life and i need help accessing support services but do not know where to start,Mental Health,8,0.83,8.46,high
i was dismissed from my part time job without notice and i cannot cover rent this month and i am not sure i can continue my studies without that income,Financial Problems,8,0.83,8.46,high
i developed a serious anxiety disorder after a traumatic event this year and i have not been able to access therapy and i am managing it completely alone,Mental Health,8,0.83,8.46,high
I witnessed a violent incident on campus and I am traumatized.,Mental Health,8,0.82,8.44,high
I have received racial slurs from classmates multiple times this semester.,Bullying,8,0.82,8.44,high
somone posted an edited photo of me on a group chat with a hundred students in it mocking my appearance and it has been shared and screenshoted and i cant sleep becaus of the humiliation,Bullying,8,0.82,8.44,high
i have been dissociating during lectures and sometimes i lose two or three hours and dont know where i went and it is getting worse and starting to interfere with everything,Mental Health,8,0.82,8.44,high
i have been receiving hateful messages targeting my religion and etnicity from unknown accounts and when i showed the university they said it was an internal matter and took no action,Bullying,8,0.82,8.44,high
"I have been grinding my teeth in my sleep, losing hair, and having chest pains and my doctor says it is all stress-related and I need to reduce pressure but I cannot just stop studying.",Mental Health,8,0.82,8.44,high
I have been having intrusive thoughts that disturb me deeply and I have not told anyone because I am scared of what people will think of me if I describe what goes through my mind sometimes,Mental Health,8,0.82,8.44,high
A group in my department has been spreading rumours that I only got into the program through a quota system and not on merit and it is humiliating and it is affecting how I am treated by lecturers.,Bullying,8,0.82,8.44,high
i was scammed by someone who offered to help me with financial aid and took money from me and now i have less than before and no financial aid and i am too embarrassed to report it,Financial Problems,8,0.82,8.44,high
my gender transition has been difficult to navigate at university where policies and spaces are still binary and I have faced hostility from peers and administrative barriers and I am emotionally exhausted,Mental Health,8,0.82,8.44,high
i was pressured into trying hard drugs at a social event and i have used them several more times since then and i dont know how to talk to anyone about this without getting into trouble,Substance Abuse,8,0.82,8.44,high
i have been experiencing severe social anxiety that has been getting progressively worse since the pandemic and i now find it almost impossible to be in crowded spaces like lecture halls and exams,Mental Health,8,0.82,8.44,high
i have been experiencing severe insomnia for two months and nothing is helping and my cognitive function is significantly impaired and affecting my academic performance,Mental Health,8,0.82,8.44,high
A lecturer publicly read out my failed assignment in class and said I was an example of what not to do and the entire class laughed and I wanted to disappear into the floor.,Bullying,8,0.81,8.42,high
my profesor keeps calling on me in class to speak on behalf of all black students and it is exhausting and humiliating and when i raised it with him he said i was being too senstive,Bullying,8,0.81,8.42,high
i developed a serious phobia after a traumatic incident and it has not been treated and it now affects my ability to use public transport to get to campus and i am missing classes because of it,Mental Health,8,0.81,8.42,high
i am being cyber bullied by a group of students from my residence and they have made a whole meme account about me and it has followers and people from my class follow it and laugh at me,Bullying,8,0.81,8.42,high
i have been the only person who looks like me in my department for three years and the isolation and microaggressions have worn me down and i am exhausted from having to represent my entire community,Mental Health,8,0.81,8.42,high
I lost my bursary and I do not know how I will survive the semester.,Financial Problems,8,0.85,8.4,high
I am being excluded from group work because of my race.,Bullying,8,0.8,8.4,high
I have been getting bullied by a group of students in my department for months now and they call me names and humiliate me in front of lecturers and nobody does anything to stop them,Bullying,8,0.8,8.4,high
I feel like I do not belong at this university and never have. I got in but every day I feel like a fraud and I am waiting for someone to realize they made a mistake by accepting me.,Mental Health,8,0.8,8.4,high
i am constantly mocked in tutorials for my accent and when i raise my hand my classmates visably roll their eyes and the tutor does nothing and i have started not speaking at all which affects my participation marks,Bullying,8,0.8,8.4,high
I feel completely numb and detached from everything around me.,Mental Health,8,0.84,8.24,high
My mental health professional stopped my sessions and I am not coping.,Mental Health,8,0.81,8.22,high
I am failing three modules and my scholarship requires me to pass all of them.,Academic Stress,7,0.8,8.2,high
I cry every night because of pressure at school.,Substance Abuse,7,0.83,8.14,high
I reported harassment and nothing was done and now it is worse.,Safety,7,0.82,8.14,high
I have been smoking excessively since exams started and feel dependent.,Substance Abuse,7,0.82,8.12,high
My appetite and sleep are completely gone because of stress.,Mental Health,8,0.82,8.12,high
I started using prescription medication that is not mine to cope.,Substance Abuse,7,0.81,8.08,high
I had to choose between eating and buying study materials today.,Mental Health,8,0.81,8.04,high
my laptop was stolen out of the library and my entire thesis draft was on it without backup and my submission deadline is in two weeks and i am completely devastated and dont know what to do,Academic Stress,7,0.82,8.04,high
I was falsely accused of academic misconduct and the investigation has been going on for four months and the stress is making me physically ill and I cannot focus on anything else.,Academic Stress,7,0.82,8.04,high
"I am paying for accommodation that has no hot water, a broken lock on my door, and no working stove and I have documented all of it and submitted complaints and nothing has changed in two months.",Housing Issues,7,0.82,8.04,high
my thesis has been rejected twice and my supervisor has been dismissive and unhelpful and i have been working on this for three years and i am close to giving up the postgraduate program entirely,Academic Stress,7,0.82,8.04,high
i have been using cannabis every day since first year and i told myslef it was just to relax but now i cant focus without it and i am spending money i dont have on it every week,Substance Abuse,7,0.81,8.02,high
i developed a severe anxiety disorder this year and i had to defer my exams but the university is now threatening to cancel my deferral because i missed a deadline i did not know existed,Mental Health,7,0.81,8.02,high
my accommodation has severe damp and mold and I have developed a respiratory condition because of it and the university housing office has acknowledged the problem but done nothing for four months,Housing Issues,7,0.81,8.02,high
I almost failed out in my second year and recovered but the experience left me with severe academic anxiety and test conditions trigger panic attacks and I have never received support for this.,Academic Stress,7,0.81,8.02,high
I was involved in a group plagiarism case and I did not plagiarize but I cannot prove it and the process has been going on for months and it is affecting my mental health and my ability to study.,Academic Stress,7,0.81,8.02,high
I experienced a traumatic event before university and it is catching up with me.,Mental Health,8,0.8,8.0,high
I have not left my room in two weeks because of anxiety.,Mental Health,8,0.78,7.88,high
I am sleeping on a friend's floor because I could not renew my lease and the university accommodation is full and I have been living out of a bag for six weeks and I cannot focus on anything.,Housing Issues,7,0.82,7.44,high
I feel unsafe where I stay and I am scared.,Bullying,8,0.8,7.4,high
my acommodation is infested with cockroaches and black mold is growing on the walls and i have developed a resperatory infection and the university housing office keeps telling me to submit another form,Housing Issues,7,0.8,7.4,high
I am on academic probation and if I do not pass this semester I will be excluded permanently and I am trying but I have so many problems at home that I cannot focus no matter how hard I try.,Academic Stress,7,0.8,7.4,high
i failed my honours year and i have applied to redo it but the department denied my appeal and i have been sitting at home for eight months not knowing what to do with my life,Academic Stress,7,0.8,7.4,high
my visa requires me to maintain full time enrollment but my mental health means i cant attend all classes and i am terrified of what happens if the university reports my absences to home affairs,Safety,7,0.8,7.4,high
i tested positive for a serious illness this semester and i told the university and they offered me nothing and i had to continue attending classes while sick because i could not afford to fall behind,Disability Support,7,0.8,7.4,high
someone has been accessing my student email account without my permission and deleting important messages and I only found out when I missed a deadline I was never notified about,Safety,7,0.8,7.4,high
my landlord entered my room without permission while i was out and went through my personal belongings and when i confronted him he threatened to terminate my lease,Housing Issues,7,0.8,7.4,high
my scholarship requires me to volunteer twenty hours a month and maintain a certain GPA and i cannot meet both requirements and my mental health and the requirement is making everything worse,Financial Problems,7,0.8,7.4,high
i have been doing another students assignments for money because i desperately needed the income and i know it is wrong and i am scared of being caught and i want to stop but i need the money,Academic Stress,7,0.8,7.4,high
i failed my qualifying exams for my phd and i am devastated and my supervisor has not reached out and i have been sitting with this alone for a week and dont know what my options are,Academic Stress,7,0.8,7.4,high
my chronic fatigue syndrome has been very bad this semester and i have accommodations on paper but lecturers do not respect them and one told me that everyone is tired and i need to push through,Disability Support,7,0.8,7.4,high
my roommate has been making racist remarks toward me since we moved in together and when i reported it to the res office they said they would talk to him and nothing changed,Bullying,7,0.8,7.4,high
I was forced to sign a lease I did not fully understand and the terms are exploitative and I am now locked in for the year with conditions I cannot meet and the landlord is threatening legal action.,Housing Issues,7,0.8,7.4,high
i have been verbally harassed by a classmate repeatedly and reported it twice and nothing has been done and i no longer feel safe in that class,Bullying,7,0.8,7.4,high
My accommodation has no running water and the management ignores me.,Housing Issues,6,0.83,7.38,high
I discovered my roommate has been stealing my food and money.,Housing Issues,6,0.79,7.38,high
my roomate is agressive and intimidating and slams doors and screams at night and i am terrified to confront him but i also cant sleep or study and my performance is suffering badly,Housing Issues,7,0.79,7.38,high
my supervisor has not given me feedback on my thesis in four months and my registration expires in three months and i am panicking and emailing every week with no response,Academic Stress,7,0.79,7.38,high
I am an undocumented student and I am terrified of what happens to my status if I fail this year. I cannot access most support services because of my situation and I feel completely alone.,Safety,7,0.79,7.38,high
i nearly failed to submit my dissertation because my mental health collapsed in the final two weeks and i submitted something i know is not my best work and i am devastated and feel like a failure,Academic Stress,7,0.79,7.38,high
A peer submitted my work as their own in a group assignment and received credit and when I raised it with the lecturer I was told there was no way to prove it and I felt completely dismissed.,Bullying,7,0.79,7.38,high
I live off campus and the route home passes an area where I have been verbally harassed multiple times and I am now spending money I do not have on transport to avoid that route,Safety,7,0.79,7.38,high
my flatmate brings strangers into the flat late at night and it is unsafe and I cannot sleep and when I asked him to stop he became aggressive and I am now scared to raise it again,Housing Issues,7,0.79,7.38,high
I am deaf in one ear and I sit at the front of every lecture but many lecturers face the board when they talk and I miss a significant amount of content and when I asked for adjustments nothing happened.,Disability Support,7,0.79,7.38,high
I came to university from a very rural area and the cultural and social gap between me and my peers is enormous and I feel like an outsider in every space I enter and it is affecting my confidence and performance,Mental Health,7,0.79,7.38,high
"I have not been able to make a single friend in two years at this university. I have tried clubs, study groups, residence activities — nothing has worked and I am deeply lonely.",Mental Health,7,0.79,7.38,high
I have been supporting a friend through a severe mental health crisis and it has taken a massive toll on my own wellbeing and I am now struggling myself but feel guilty for making it about me.,Mental Health,7,0.79,7.38,high
i have been systematically excluded from opportunities in my department and i believe it is because of my disability and i dont know how to prove it or who to report it to,Bullying,7,0.79,7.38,high
a staff member made a discriminatory comment about my religion in front of the class and when i reported it i was told it was a misunderstanding and the matter was closed,Bullying,7,0.79,7.38,high
i have been excluded from every study group in my department because of where i come from and it is affecting my grades because we dont get equal access to notes and group work marks,Bullying,7,0.78,7.36,high
I have not told my parents that I have been failing for two semesters. I go home every holiday and pretend everything is fine and the stress of keeping that secret is making everything worse.,Mental Health,7,0.78,7.36,high
My family back home is going through a serious crisis and I am the only one who knows about it and I am trying to support them remotely while also trying to finish my degree and it is destroying me.,Mental Health,7,0.78,7.36,high
i have a severe math anxiety that was never diagnosed or treated and it has affected my performance in quantitative modules throughout my degree and i am only now understanding what has been happening,Disability Support,7,0.78,7.36,high
I have been vaping heavily since first year and I have tried to stop multiple times and I cannot and it is expensive and I think I have a dependency and I want help to quit.,Substance Abuse,7,0.78,7.36,high
I have serious trust issues after being betrayed by a mentor.,Mental Health,7,0.77,7.34,high
somone in my residence spread a false rumour that i have a std and now people avoid me and whisper when i walk past and it is causing me serious distres and isolation,Bullying,7,0.77,7.34,high
i have a severe phobia that is not being accommodated by the university and it directly affects my ability to complete certain assessments and i have tried to get help but nobody takes it seriously,Disability Support,7,0.77,7.34,high
There are rats in my room and my landlord refuses to act.,Housing Issues,6,0.8,7.32,high
My family is pressuring me to quit university and get married.,Mental Health,7,0.76,7.32,high
my classmates keep making jokes about my weight every day and they act like its banter but it is destroying my self esteem and i dread going to class becaus of it,Bullying,7,0.76,7.32,high
I started using drugs because I cannot handle pressure anymore.,Housing Issues,6,0.79,7.3,high
I failed my supplementary exams and I feel there is no way forward.,Academic Stress,7,0.8,7.3,high
I share a room with a stranger who is verbally abusive to me.,Housing Issues,6,0.77,7.26,high
I am about to be excluded for poor academic performance.,Academic Stress,7,0.79,7.26,high
A group chat was made to specifically humiliate me.,Bullying,7,0.78,7.24,high
I am considering dropping out because I cannot keep up anymore.,Academic Stress,7,0.78,7.24,high
I have plagiarized out of desperation and I am terrified of being caught.,Academic Stress,7,0.77,7.22,high
I cannot afford food or transport this semester.,Academic Stress,7,0.77,7.22,high
My classmates formed a group to exclude and isolate me.,Bullying,7,0.75,7.22,high
Someone created a fake social-media account using my name and photos.,Bullying,7,0.76,7.2,high
I receive threatening anonymous messages almost every night.,Bullying,7,0.75,7.18,high
I have not submitted assignments in a month and I am afraid to reach out.,Academic Stress,7,0.76,7.18,high
My supervisor is threatening to remove me from the research program.,Academic Stress,7,0.75,7.18,high
My classmates mock my accent and laugh every time I speak.,Bullying,7,0.74,7.16,high
I was publicly shamed by a lecturer in front of the whole class.,Bullying,7,0.73,7.14,high
I am constantly being bullied online by classmates.,Bullying,7,0.72,7.12,high
I am struggling to pay rent this month.,Financial Problems,5,0.65,5.9,medium
I need to apply for an emergency bursary but I do not know how.,Financial Problems,5,0.63,5.76,medium
i have been sharing one meal a day with my roomate because we are both out of money and we are too proud to ask the university for help but i know we need to do something,Financial Problems,5,0.63,5.76,medium
My NSFAS allowance has not arrived and I have no backup.,Financial Problems,5,0.62,5.74,medium
I have been struggling financially this semester and I had to skip lunch most days to make my transport money last and it is affecting my energy and ability to concentrate in afternoon classes,Financial Problems,5,0.62,5.74,medium
I have been borrowing money from friends and it is creating tension.,Financial Problems,5,0.61,5.72,medium
my student loan application was rejected and my parents cannot cover the shortfall and i am stressed every day about whether i will be able to register for next semester,Financial Problems,5,0.61,5.72,medium
I sold some of my books to cover transport costs.,Financial Problems,5,0.6,5.7,medium
I failed my tests and I feel useless.,Financial Problems,5,0.6,5.7,medium
I borrowed money from a loan shark to pay fees and I am being threatened now.,Financial Problems,5,0.6,5.7,medium
my NSFAS money is three weeks late and i have borrowed from everyone i can and i am too embarased to keep asking and i dont know how i will get through the rest of the month,Financial Problems,5,0.6,5.7,medium
my parents stopped paying my fees mid semester without telling me and I found out when the university blocked my portal and I had to figure out the situation myself which was very stressful,Financial Problems,5,0.6,5.7,medium
My family stopped sending money and I do not know how to manage.,Financial Problems,5,0.59,5.68,medium
I have debt collectors contacting me about student loan repayments.,Financial Problems,5,0.59,5.68,medium
I applied for an emergency bursary two months ago and have not received any feedback and the deadline for my fees is this week and I do not know who to follow up with,Financial Problems,5,0.59,5.68,medium
I have been managing depression with medication but the medication has stopped working and I need to see a psychiatrist to adjust it but the waiting list is very long and I am deteriorating,Mental Health,5,0.59,5.68,medium
I cannot afford data and it is affecting my online studies.,Financial Problems,5,0.58,5.66,medium
My supervisor does not respond to my emails and my thesis is delayed.,Academic Stress,5,0.58,5.66,medium
I am worried I will not finish my degree before my visa expires.,Academic Stress,5,0.58,5.66,medium
I cannot afford the prescribed textbooks for three of my modules this semester and I have been relying on friends to photograph pages and send them to me which is not sustainable,Financial Problems,5,0.58,5.66,medium
I have ADHD and I have not disclosed it to the university because I did not think it would be taken seriously but this semester the workload is more than I can manage without accommodations,Disability Support,5,0.58,5.66,medium
i have been struggling to find reliable accommodation near campus and the commute from where i am staying now takes three hours a day and i am exhausted before i even get to university,Housing Issues,5,0.58,5.66,medium
i cannot afford the field trip that is compulsory for one of my modules and without attending i will lose a significant portion of my final mark and i do not know how to explain this to my lecturer,Financial Problems,5,0.58,5.66,medium
my academic results from last semester were withheld because of an outstanding fee I was not aware of and I could not register on time and lost my place in a module I needed,Financial Problems,5,0.58,5.66,medium
I am stressed about exams and assignments.,Disability Support,5,0.57,5.64,medium
I have been grieving the loss of a family member and struggling to focus.,Mental Health,5,0.57,5.64,medium
I am a single parent and balancing parenting and studying is overwhelming.,Academic Stress,5,0.57,5.64,medium
I have a conflict with my thesis supervisor that is becoming hostile.,Academic Stress,5,0.57,5.64,medium
i am working part time to cover my rent but the job is exhausting and i arrive at morning lectures tired and i feel like i am failing at both work and university at the same time,Financial Problems,5,0.57,5.64,medium
my anxiety makes it really hard to go to the cafeteria alone or sit in crowded lecture halls and i have been skipping meals and avoiding certain classes because of it,Mental Health,5,0.57,5.64,medium
my anxiety disorder is diagnosed and documented but when i asked for exam accommodations the faculty said they needed more forms and more evidence and the process has been going on for three months,Disability Support,5,0.57,5.64,medium
my laptop is very old and it freezes and crashes regularly and i have lost work multiple times because of it and i cannot afford a replacement and it is making everything harder,Financial Problems,5,0.57,5.64,medium
i have been struggling to manage my finances since my bursary was reduced and i have had to cut back on food and transport and it is affecting my energy and focus,Financial Problems,5,0.57,5.64,medium
i had to take an unplanned trip home because of a family emergency and it cost money i didnt have and now i am behind financially and academically and trying to catch up on both,Financial Problems,5,0.57,5.64,medium
i have autism spectrum disorder and i find navigating the unwritten social rules of university life very exhausting and draining and it leaves me with less energy for academic work,Disability Support,5,0.57,5.64,medium
i feel like my neighbourhood has become unsafe at night and I am scared to walk home from late lectures and I am not sure what my options are or who to contact about this,Housing Issues,5,0.57,5.64,medium
I feel like the mental health resources at this university are designed for students whose problems are not that serious. Every time I try to access them I am assessed as not severe enough for support.,Mental Health,5,0.57,5.64,medium
I experience chronic pain that affects my ability to attend classes.,Disability Support,5,0.56,5.62,medium
I am a caregiver at home and it is affecting my studies significantly.,Academic Stress,5,0.56,5.62,medium
I have been missing deadlines because of a chronic illness flare-up.,Disability Support,5,0.56,5.62,medium
I have been struggling with grief this semester after losing my grandmother who raised me and I have not been able to fully engage with my studies and I am not sure how to request support,Mental Health,5,0.56,5.62,medium
i have dyslexia and i struggle significantly with timed exams and reading dense academic text quickly but i have never recieved any formal support and i dont know how to access it,Disability Support,5,0.56,5.62,medium
my room is very cold in winter and there is no heating and i have been getting sick repeatedly and it is affecting my ability to attend class and the landlord says heating is not their responsibility,Housing Issues,5,0.56,5.62,medium
my bank account was debited twice for my res fees and I have been trying to get the refund for six weeks and the finance office keeps telling me it is being processed,Financial Problems,5,0.56,5.62,medium
my concentration has been significantly worse this year and I keep forgetting things and losing track of time and I wonder whether I should be assessed for ADHD because it is impacting everything,Disability Support,5,0.56,5.62,medium
my depression is being treated but the medication has side effects that affect my concentration and energy levels and i need my academics to accommodate this but the process feels very complicated,Disability Support,5,0.56,5.62,medium
i cannot participate equally in group projects because i dont have a reliable laptop and my phone screen is cracked and working on large documents on it is very slow and frustrating,Financial Problems,5,0.56,5.62,medium
i had to cancel a counselling appointment because of a clashing lecture and by the time i tried to rebook the next available slot was six weeks away and things got worse in between,Mental Health,5,0.56,5.62,medium
i have been struggling with the loss of a pregnancy that nobody at university knows about and i have been carrying that grief silently while trying to keep up with my studies,Mental Health,5,0.56,5.62,medium
my disability documentation expired and i need to renew it to maintain my academic accommodations but the process requires multiple appointments and is taking a long time,Disability Support,5,0.56,5.62,medium
I struggle to keep up in lectures because of my hearing impairment.,Disability Support,5,0.55,5.6,medium
I have been struggling with body image issues for a long time.,Mental Health,5,0.55,5.6,medium
I am experiencing burnout and I have lost all motivation to study.,Mental Health,5,0.55,5.6,medium
I need support applying for a disability accommodation at my institution.,Disability Support,5,0.55,5.6,medium
I do not have enough money for graduation fees and I am worried.,Financial Problems,5,0.55,5.6,medium
I moved to a new city for university and I have been here for six months and I still do not have a single real friend and the loneliness is starting to affect my mental health and motivation to attend class,Mental Health,5,0.55,5.6,medium
I have a physical disability that makes long walks across campus very painful and my timetable puts my lectures in buildings on opposite ends of campus with only fifteen minutes between them,Disability Support,5,0.55,5.6,medium
i have been having nightmares that disrupt my sleep almost every night for the past month and i wake up exhausted and it is affecting my concentration and mood throughout the day,Mental Health,5,0.55,5.6,medium
I feel like I have let my family down by not performing as well as they expected at university and the pressure to improve makes it harder to think clearly and I feel stuck in a cycle,Mental Health,5,0.55,5.6,medium
my financial situation has made me very anxious about the future and i find it hard to enjoy university when i am constantly worried about whether i will be able to continue next year,Financial Problems,5,0.55,5.6,medium
i am not sure if what i am feeling is burnout or depression or just being tired but i have lost my motivation completely and i used to love studying and now i dread all of it,Mental Health,5,0.55,5.6,medium
i have been dealing with low level anxiety my whole life but this semester it has been getting more intense and i think i might benefit from speaking to a professional but i am not sure how to access that,Mental Health,5,0.55,5.6,medium
i have a hearing impairment that is not severe enough to qualify for formal accommodations according to the disability office but it still significantly affects my ability to follow lectures,Disability Support,5,0.55,5.6,medium
my accommodation contract ends before my exam period is over and i need to find somewhere to stay for the last two weeks of exams with very little notice and limited budget,Housing Issues,5,0.55,5.6,medium
my sport scholarship requires me to train six days a week and also maintain full time enrollment and this semester the balance has become impossible and both are suffering,Academic Stress,5,0.55,5.6,medium
i feel a lot of cultural pressure to bring honor to my family through my academic results and the gap between that expectation and my actual performance is causing me significant distress,Mental Health,5,0.55,5.6,medium
my research proposal was rejected for the third time and each time the feedback is vague and contradictory and I do not know what the panel actually wants and my supervisor is not helping,Academic Stress,5,0.55,5.6,medium
i have been struggling with gender dysphoria that is untreated and the discomfort of existing in a body that doesnt feel like mine is affecting my ability to be present and engaged at university,Mental Health,5,0.55,5.6,medium
i have been feeling financially anxious all semester and while i am surviving i am constantly stressed about money and it is a persistent background source of worry,Financial Problems,5,0.55,5.6,medium
The campus is not wheelchair accessible and it limits my participation.,Disability Support,5,0.54,5.58,medium
I am struggling to cope after a difficult family divorce.,Mental Health,5,0.54,5.58,medium
"I feel invisible at this university. Nobody in my department knows my name, I have no study group, no friends in my class, and every day I arrive and leave without a single person acknowledging me.",Mental Health,5,0.54,5.58,medium
i feel like my mental health is manageable but only barely and i am one bad thing away from completely falling apart and i dont have any coping strategies that actually work for me,Mental Health,5,0.54,5.58,medium
i feel like i am performing being okay at university rather than actually being okay and the effort of pretending is exhausting and i dont know who i can talk to without being judged,Mental Health,5,0.54,5.58,medium
my relationship with food has become unhealthy this year i skip meals when i am stressed and overeat when i am anxious and i know it is not good but i dont know how to break the pattern,Mental Health,5,0.54,5.58,medium
I am a mature student and I feel a lot of pressure to perform because I gave up a job to come back to study and if I do not do well it feels like a bigger failure than it would be for younger students,Academic Stress,5,0.54,5.58,medium
I feel like I have lost my sense of self since coming to university. Back home I knew who I was but here I do not fit in anywhere and I am still trying to figure out who I am in this new environment.,Mental Health,5,0.54,5.58,medium
I feel a persistent sense of dread every Sunday evening when I think about the week ahead and it has been like this for most of the semester and I think it is more than just normal stress,Mental Health,5,0.54,5.58,medium
i have been having recurring migraines that are getting worse and they are triggered by screen time which makes studying very difficult and i need guidance on what support might be available,Disability Support,5,0.54,5.58,medium
i am a student representative and i am dealing with a lot of other students problems in my capacity and i have started to feel burned out and like my own wellbeing is being neglected,Mental Health,5,0.54,5.58,medium
i have been managing everything on my own since starting university and i have never asked for help and i think the independence has cost me because i never built a support network and i feel alone now,Mental Health,5,0.54,5.58,medium
my mental health support from my home community stopped when I moved to university and I have not been able to replace that structure here and I notice the absence especially in difficult weeks,Mental Health,5,0.54,5.58,medium
i have been struggling with low self-esteem this semester and it is making it hard to advocate for myself in academic settings or ask for help when i need it,Mental Health,5,0.54,5.58,medium
i feel like i never properly recovered emotionally from how hard the previous semester was and i have been carrying that exhaustion into this one without addressing it,Mental Health,5,0.54,5.58,medium
I have ADHD and I do not know how to access support services.,Disability Support,5,0.53,5.56,medium
I have social anxiety and attending seminars is very difficult for me.,Mental Health,5,0.53,5.56,medium
i have been feeling very low for weeks and i cant pinpoint why which makes it harder to explain to anyone i just feel heavy and unmotivated and disconnected from everything around me,Mental Health,5,0.53,5.56,medium
my relationship with my parents has broken down and i am not speaking to them and while i dont want to go into details it is affecting my ability to concentrate and i feel very unsettled,Mental Health,5,0.53,5.56,medium
I am not sure if what I am experiencing counts as depression or just stress but I have had very little joy in anything for months and everything feels flat and effortful and I think I need help,Mental Health,5,0.53,5.56,medium
i have been feeling very anxious about my future career prospects because my degree is in a field with limited job opportunities and i am questioning whether i made the right choice,Mental Health,5,0.53,5.56,medium
i have been feeling unmotivated and slightly depressed since a personal setback earlier in the year but i have been managing on my own and i think some professional support might now be useful,Mental Health,5,0.53,5.56,medium
i have been experiencing what I think is low-level burnout for the last year and while I can still function I am producing work far below what I know I am capable of and it is frustrating,Mental Health,5,0.53,5.56,medium
i feel like i need to talk to someone about some personal difficulties i have been having and i would like to know how to book a counselling session,Mental Health,5,0.53,5.56,medium
i have not been sleeping well for several weeks and while the cause is not entirely clear the impact on my concentration and energy is significant,Mental Health,5,0.53,5.56,medium
i feel like i have been operating below my potential this semester and i want to understand whether there are underlying reasons for that so i can address them,Mental Health,5,0.53,5.56,medium
I have anxiety disorder and crowded exam halls are very difficult for me.,Disability Support,5,0.52,5.54,medium
I feel pressure from my parents to achieve grades I am not capable of.,Mental Health,5,0.52,5.54,medium
I feel like my culture is mocked by lecturers and peers.,Mental Health,5,0.52,5.54,medium
I feel like I am falling behind my peers and it makes me feel worthless.,Mental Health,5,0.52,5.54,medium
i have imposter syndrome so badly that i have stopped participating in seminar discussions even when i know the answer because i am scared of sounding stupid in front of everyone,Mental Health,5,0.52,5.54,medium
I feel disconnected from my peers and it is affecting my motivation.,Mental Health,5,0.5,5.5,medium
I am homesick and it is affecting my ability to focus.,Mental Health,5,0.49,5.48,medium
I have been feeling very low lately but I am not sure why.,Mental Health,5,0.48,5.46,medium
Imposter syndrome is making it hard for me to participate in class.,Mental Health,5,0.47,5.44,medium
I feel invisible on campus and nobody notices when I am absent.,Mental Health,5,0.46,5.42,medium
I often feel like I do not belong at this university.,Mental Health,5,0.45,5.4,medium
I struggle to concentrate because of intrusive thoughts.,Mental Health,5,0.44,5.38,medium
I had a painful breakup and I am finding it hard to study.,Mental Health,5,0.43,5.36,medium
I am having constant arguments with my partner and it affects my studies.,Mental Health,4,0.53,5.06,medium
My best friend betrayed my trust and I feel isolated.,Mental Health,4,0.52,5.04,medium
I feel like my family does not support my education choices.,Mental Health,4,0.51,5.02,medium
I am struggling to make friends and it makes me feel out of place.,Mental Health,4,0.5,5.0,medium
I missed one lecture and feel behind.,Mental Health,4,0.5,5.0,medium
I have a learning disability but have not received any academic accommodations.,Mental Health,4,0.49,4.98,medium
A conflict with my roommate is making home life unbearable.,Mental Health,4,0.48,4.96,medium
My internet connection makes studying difficult sometimes.,Mental Health,4,0.48,4.96,medium
I do not feel represented or included in my department.,Mental Health,4,0.48,4.96,medium
Campus noise sometimes affects my concentration.,Mental Health,4,0.47,4.94,medium
I argued with my friend and now I feel distracted.,Mental Health,4,0.46,4.92,medium
I do not know how to write a proper research proposal.,Academic Stress,4,0.57,4.64,medium
I missed a key deadline and I am afraid to tell my lecturer.,Academic Stress,4,0.56,4.62,medium
